State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
West Bengal,MURSHIDABAD,2012,KHARIF,Garlic,40,450
West Bengal,MURSHIDABAD,2012,KHARIF,Groundnut,12,19
West Bengal,MURSHIDABAD,2012,KHARIF,Jowar,1630,686
West Bengal,MURSHIDABAD,2012,KHARIF,Jute,153244,1981933
West Bengal,MURSHIDABAD,2012,KHARIF,Maize,69,138
West Bengal,MURSHIDABAD,2012,KHARIF,Mesta,176,1459
West Bengal,MURSHIDABAD,2012,KHARIF,Sunflower,88,100
West Bengal,MURSHIDABAD,2012,KHARIF,Urad,8681,8536
West Bengal,MURSHIDABAD,2012,RABI,Arhar/Tur,372,392
West Bengal,MURSHIDABAD,2012,RABI,Barley,573,485
West Bengal,MURSHIDABAD,2012,RABI,Gram,6330,5149
West Bengal,MURSHIDABAD,2012,RABI,Groundnut,1,2
West Bengal,MURSHIDABAD,2012,RABI,Khesari,10929,8701
West Bengal,MURSHIDABAD,2012,RABI,Linseed,748,132
West Bengal,MURSHIDABAD,2012,RABI,Maize,2238,10655
West Bengal,MURSHIDABAD,2012,RABI,Masoor,19707,15465
West Bengal,MURSHIDABAD,2012,RABI,Moong(Green Gram),21,31
West Bengal,MURSHIDABAD,2012,RABI,Peas & beans (Pulses),3998,2161
West Bengal,MURSHIDABAD,2012,RABI,Rapeseed &Mustard,79426,76599
West Bengal,MURSHIDABAD,2012,RABI,Safflower,4,5
West Bengal,MURSHIDABAD,2012,RABI,Urad,710,729
West Bengal,MURSHIDABAD,2012,RABI,Wheat,122557,313427
West Bengal,MURSHIDABAD,2012,SUMMER,Groundnut,70,111
West Bengal,MURSHIDABAD,2012,SUMMER,Maize,1881,8686
West Bengal,MURSHIDABAD,2012,SUMMER,Moong(Green Gram),793,512
West Bengal,MURSHIDABAD,2012,SUMMER,Rice,141921,500939
West Bengal,MURSHIDABAD,2012,SUMMER,Sesamum,13242,13277
West Bengal,MURSHIDABAD,2012,ANNUAL,Arecanut,80,160
West Bengal,MURSHIDABAD,2012,ANNUAL,Dry chillies,4540,7080
West Bengal,MURSHIDABAD,2012,ANNUAL,Potato,14667,269918
West Bengal,MURSHIDABAD,2012,ANNUAL,Sugarcane,6128,621163
West Bengal,MURSHIDABAD,2012,ANNUAL,Turmeric,1780,8640
West Bengal,MURSHIDABAD,2012,WINTER,Rice,223835,576385
West Bengal,MURSHIDABAD,2012,WINTER,Sesamum,88,35
West Bengal,MURSHIDABAD,2013,AUTUMN,Maize,355,879
West Bengal,MURSHIDABAD,2013,AUTUMN,Rice,32285,73651
West Bengal,MURSHIDABAD,2013,AUTUMN,Sesamum,44,29
West Bengal,MURSHIDABAD,2013,KHARIF,Dry ginger,270,510
West Bengal,MURSHIDABAD,2013,KHARIF,Groundnut,10,17
West Bengal,MURSHIDABAD,2013,KHARIF,Jowar,1100,459
West Bengal,MURSHIDABAD,2013,KHARIF,Jute,147234,1785879
West Bengal,MURSHIDABAD,2013,KHARIF,Mesta,119,844
West Bengal,MURSHIDABAD,2013,KHARIF,Sunflower,26,28
West Bengal,MURSHIDABAD,2013,KHARIF,Urad,7907,6847
West Bengal,MURSHIDABAD,2013,RABI,Arhar/Tur,83,165
West Bengal,MURSHIDABAD,2013,RABI,Barley,914,1031
West Bengal,MURSHIDABAD,2013,RABI,Gram,3250,3611
West Bengal,MURSHIDABAD,2013,RABI,Groundnut,4,4
West Bengal,MURSHIDABAD,2013,RABI,Horse-gram,40,18
West Bengal,MURSHIDABAD,2013,RABI,Khesari,8601,7136
West Bengal,MURSHIDABAD,2013,RABI,Linseed,196,14
West Bengal,MURSHIDABAD,2013,RABI,Maize,2041,9991
West Bengal,MURSHIDABAD,2013,RABI,Masoor,13844,8990
West Bengal,MURSHIDABAD,2013,RABI,Moong(Green Gram),56,60
West Bengal,MURSHIDABAD,2013,RABI,Peas & beans (Pulses),1703,1163
West Bengal,MURSHIDABAD,2013,RABI,Rapeseed &Mustard,83585,65269
West Bengal,MURSHIDABAD,2013,RABI,Safflower,2,2
West Bengal,MURSHIDABAD,2013,RABI,Urad,830,740
West Bengal,MURSHIDABAD,2013,RABI,Wheat,101825,258310
West Bengal,MURSHIDABAD,2013,SUMMER,Groundnut,85,133
West Bengal,MURSHIDABAD,2013,SUMMER,Maize,1579,6993
West Bengal,MURSHIDABAD,2013,SUMMER,Moong(Green Gram),664,290
West Bengal,MURSHIDABAD,2013,SUMMER,Rice,135706,417019
West Bengal,MURSHIDABAD,2013,SUMMER,Sesamum,17824,16474
West Bengal,MURSHIDABAD,2013,ANNUAL,Arecanut,82,160
West Bengal,MURSHIDABAD,2013,ANNUAL,Dry chillies,4140,6870
West Bengal,MURSHIDABAD,2013,ANNUAL,Potato,12203,119996
West Bengal,MURSHIDABAD,2013,ANNUAL,Sugarcane,6965,549954
West Bengal,MURSHIDABAD,2013,ANNUAL,Turmeric,1850,8810
West Bengal,MURSHIDABAD,2013,WINTER,Rice,231525,633077
West Bengal,MURSHIDABAD,2013,WINTER,Sesamum,87,36
West Bengal,MURSHIDABAD,2014,AUTUMN,Groundnut,9,16
West Bengal,MURSHIDABAD,2014,AUTUMN,Maize,217,447
West Bengal,MURSHIDABAD,2014,AUTUMN,Rice,16629,35194
West Bengal,MURSHIDABAD,2014,AUTUMN,Sesamum,98,59
West Bengal,MURSHIDABAD,2014,KHARIF,Jowar,1450,618
West Bengal,MURSHIDABAD,2014,KHARIF,Jute,171999,2589591
West Bengal,MURSHIDABAD,2014,KHARIF,Mesta,226,2294
West Bengal,MURSHIDABAD,2014,KHARIF,Moong(Green Gram),92,48
West Bengal,MURSHIDABAD,2014,KHARIF,Sunflower,70,49
West Bengal,MURSHIDABAD,2014,KHARIF,Urad,6525,3857
West Bengal,MURSHIDABAD,2014,RABI,Arhar/Tur,195,240
West Bengal,MURSHIDABAD,2014,RABI,Barley,263,515
West Bengal,MURSHIDABAD,2014,RABI,Gram,4368,4945
West Bengal,MURSHIDABAD,2014,RABI,Groundnut,3550,6390
West Bengal,MURSHIDABAD,2014,RABI,Khesari,9589,9338
West Bengal,MURSHIDABAD,2014,RABI,Linseed,22,7
West Bengal,MURSHIDABAD,2014,RABI,Maize,2056,10087
West Bengal,MURSHIDABAD,2014,RABI,Masoor,14551,15556
West Bengal,MURSHIDABAD,2014,RABI,Moong(Green Gram),40,57
West Bengal,MURSHIDABAD,2014,RABI,Peas & beans (Pulses),1301,1952
West Bengal,MURSHIDABAD,2014,RABI,Potato,11899,370671
West Bengal,MURSHIDABAD,2014,RABI,Rapeseed &Mustard,83151,111039
West Bengal,MURSHIDABAD,2014,RABI,Urad,782,725
West Bengal,MURSHIDABAD,2014,RABI,Wheat,100123,284634
West Bengal,MURSHIDABAD,2014,SUMMER,Groundnut,105,176
West Bengal,MURSHIDABAD,2014,SUMMER,Maize,1505,7531
West Bengal,MURSHIDABAD,2014,SUMMER,Moong(Green Gram),412,187
West Bengal,MURSHIDABAD,2014,SUMMER,Rice,131338,411311
West Bengal,MURSHIDABAD,2014,SUMMER,Sesamum,15575,16676
West Bengal,MURSHIDABAD,2014,ANNUAL,Sugarcane,5266,335123
West Bengal,MURSHIDABAD,2014,WINTER,Rice,225164,593905
West Bengal,MURSHIDABAD,2014,WINTER,Sesamum,273,153
West Bengal,MURSHIDABAD,2015,AUTUMN,Groundnut,11,19
West Bengal,MURSHIDABAD,2015,AUTUMN,Maize,140,354
West Bengal,MURSHIDABAD,2015,AUTUMN,Rice,11867,23358
West Bengal,MURSHIDABAD,2015,AUTUMN,Sesamum,62,31
West Bengal,MURSHIDABAD,2015,KHARIF,Jute,157701,2343257
West Bengal,MURSHIDABAD,2015,KHARIF,Mesta,99,960
West Bengal,MURSHIDABAD,2015,KHARIF,Moong(Green Gram),104,55
West Bengal,MURSHIDABAD,2015,KHARIF,Sunflower,75,83
West Bengal,MURSHIDABAD,2015,KHARIF,Urad,14644,9346
West Bengal,MURSHIDABAD,2015,RABI,Arhar/Tur,113,166
West Bengal,MURSHIDABAD,2015,RABI,Barley,262,362
West Bengal,MURSHIDABAD,2015,RABI,Gram,4399,4351
West Bengal,MURSHIDABAD,2015,RABI,Groundnut,39,58
West Bengal,MURSHIDABAD,2015,RABI,Khesari,8467,8156
West Bengal,MURSHIDABAD,2015,RABI,Linseed,14,4
West Bengal,MURSHIDABAD,2015,RABI,Maize,2182,10028
West Bengal,MURSHIDABAD,2015,RABI,Masoor,15447,14334
West Bengal,MURSHIDABAD,2015,RABI,Moong(Green Gram),25,45
West Bengal,MURSHIDABAD,2015,RABI,Peas & beans (Pulses),1985,3310
West Bengal,MURSHIDABAD,2015,RABI,Potato,12249,367960
West Bengal,MURSHIDABAD,2015,RABI,Rapeseed &Mustard,88694,97736
West Bengal,MURSHIDABAD,2015,RABI,Urad,5251,5713
West Bengal,MURSHIDABAD,2015,RABI,Wheat,96390,286362
West Bengal,MURSHIDABAD,2015,SUMMER,Groundnut,123,185
West Bengal,MURSHIDABAD,2015,SUMMER,Maize,1303,6604
West Bengal,MURSHIDABAD,2015,SUMMER,Moong(Green Gram),347,221
West Bengal,MURSHIDABAD,2015,SUMMER,Rice,121612,399084
West Bengal,MURSHIDABAD,2015,SUMMER,Sesamum,17508,14286
West Bengal,MURSHIDABAD,2015,ANNUAL,Sugarcane,5544,399295
West Bengal,MURSHIDABAD,2015,WINTER,Rice,170696,439287
West Bengal,MURSHIDABAD,2015,WINTER,Sesamum,137,83
West Bengal,MURSHIDABAD,2016,AUTUMN,Groundnut,16,27
West Bengal,MURSHIDABAD,2016,AUTUMN,Maize,170,363
West Bengal,MURSHIDABAD,2016,AUTUMN,Rice,11849,26456
West Bengal,MURSHIDABAD,2016,AUTUMN,Sesamum,74,47
West Bengal,MURSHIDABAD,2016,KHARIF,Jute,157571,2195519
West Bengal,MURSHIDABAD,2016,KHARIF,Moong(Green Gram),85,48
West Bengal,MURSHIDABAD,2016,KHARIF,Sunflower,108,118
West Bengal,MURSHIDABAD,2016,KHARIF,Urad,7571,5322
West Bengal,MURSHIDABAD,2016,RABI,Arhar/Tur,26,12
West Bengal,MURSHIDABAD,2016,RABI,Barley,480,636
West Bengal,MURSHIDABAD,2016,RABI,Gram,5178,4733
West Bengal,MURSHIDABAD,2016,RABI,Groundnut,238,764
West Bengal,MURSHIDABAD,2016,RABI,Khesari,8316,7591
West Bengal,MURSHIDABAD,2016,RABI,Linseed,98,41
West Bengal,MURSHIDABAD,2016,RABI,Maize,2093,10035
West Bengal,MURSHIDABAD,2016,RABI,Masoor,14652,12174
West Bengal,MURSHIDABAD,2016,RABI,Moong(Green Gram),40,54
West Bengal,MURSHIDABAD,2016,RABI,Peas & beans (Pulses),2005,1982
West Bengal,MURSHIDABAD,2016,RABI,Potato,11052,291666
West Bengal,MURSHIDABAD,2016,RABI,Rapeseed &Mustard,81411,81182
West Bengal,MURSHIDABAD,2016,RABI,Safflower,37,37
West Bengal,MURSHIDABAD,2016,RABI,Urad,2288,2393
West Bengal,MURSHIDABAD,2016,RABI,Wheat,97146,275701
West Bengal,MURSHIDABAD,2016,SUMMER,Groundnut,1,2
West Bengal,MURSHIDABAD,2016,SUMMER,Maize,1462,7043
West Bengal,MURSHIDABAD,2016,SUMMER,Moong(Green Gram),227,142
West Bengal,MURSHIDABAD,2016,SUMMER,Rice,113523,374864
West Bengal,MURSHIDABAD,2016,SUMMER,Sesamum,15565,14546
West Bengal,MURSHIDABAD,2016,ANNUAL,Sugarcane,3705,214852
West Bengal,MURSHIDABAD,2016,WINTER,Rice,225648,555990
West Bengal,MURSHIDABAD,2016,WINTER,Sesamum,87,45
West Bengal,MURSHIDABAD,2017,AUTUMN,Groundnut,15,24
West Bengal,MURSHIDABAD,2017,AUTUMN,Maize,518,1210
West Bengal,MURSHIDABAD,2017,AUTUMN,Rice,11682,26953
West Bengal,MURSHIDABAD,2017,AUTUMN,Sesamum,90,76
West Bengal,MURSHIDABAD,2017,KHARIF,Jute,159497,2176807
West Bengal,MURSHIDABAD,2017,KHARIF,Mesta,736,8773
West Bengal,MURSHIDABAD,2017,KHARIF,Moong(Green Gram),90,59
West Bengal,MURSHIDABAD,2017,KHARIF,Sunflower,40,45
West Bengal,MURSHIDABAD,2017,KHARIF,Urad,9412,6112
West Bengal,MURSHIDABAD,2017,RABI,Arhar/Tur,26,33
West Bengal,MURSHIDABAD,2017,RABI,Barley,335,618
West Bengal,MURSHIDABAD,2017,RABI,Gram,5679,6877
West Bengal,MURSHIDABAD,2017,RABI,Groundnut,238,764
West Bengal,MURSHIDABAD,2017,RABI,Khesari,8950,8402
West Bengal,MURSHIDABAD,2017,RABI,Linseed,121,36
West Bengal,MURSHIDABAD,2017,RABI,Maize,2914,11029
West Bengal,MURSHIDABAD,2017,RABI,Masoor,15475,15115
West Bengal,MURSHIDABAD,2017,RABI,Moong(Green Gram),35,52
West Bengal,MURSHIDABAD,2017,RABI,Peas & beans (Pulses),2092,3217
West Bengal,MURSHIDABAD,2017,RABI,Potato,13073,364716
West Bengal,MURSHIDABAD,2017,RABI,Rapeseed &Mustard,87108,94679
West Bengal,MURSHIDABAD,2017,RABI,Urad,2774,2943
West Bengal,MURSHIDABAD,2017,RABI,Wheat,99243,285342
West Bengal,MURSHIDABAD,2017,SUMMER,Groundnut,235,687
West Bengal,MURSHIDABAD,2017,SUMMER,Maize,1505,6949
West Bengal,MURSHIDABAD,2017,SUMMER,Moong(Green Gram),222,136
West Bengal,MURSHIDABAD,2017,SUMMER,Rice,114063,392066
West Bengal,MURSHIDABAD,2017,SUMMER,Sesamum,18455,13050
West Bengal,MURSHIDABAD,2017,ANNUAL,Sugarcane,3708,302375
West Bengal,MURSHIDABAD,2017,WINTER,Rice,226641,554681
West Bengal,MURSHIDABAD,2017,WINTER,Sesamum,66,59
West Bengal,MURSHIDABAD,2018,AUTUMN,Groundnut,25,32
West Bengal,MURSHIDABAD,2018,AUTUMN,Maize,588,1519
West Bengal,MURSHIDABAD,2018,AUTUMN,Rice,11617,30039
West Bengal,MURSHIDABAD,2018,AUTUMN,Sesamum,129,163
West Bengal,MURSHIDABAD,2018,KHARIF,Horse-gram,30,29
West Bengal,MURSHIDABAD,2018,KHARIF,Jute,154583,2286243
West Bengal,MURSHIDABAD,2018,KHARIF,Mesta,717,9450
West Bengal,MURSHIDABAD,2018,KHARIF,Moong(Green Gram),105,66
West Bengal,MURSHIDABAD,2018,KHARIF,Sunflower,59,60
West Bengal,MURSHIDABAD,2018,KHARIF,Urad,14039,11272
West Bengal,MURSHIDABAD,2018,RABI,Arhar/Tur,69,100
West Bengal,MURSHIDABAD,2018,RABI,Barley,359,539
West Bengal,MURSHIDABAD,2018,RABI,Gram,5852,6705
West Bengal,MURSHIDABAD,2018,RABI,Groundnut,235,761
West Bengal,MURSHIDABAD,2018,RABI,Khesari,9157,10335
West Bengal,MURSHIDABAD,2018,RABI,Linseed,125,44
West Bengal,MURSHIDABAD,2018,RABI,Maize,4072,18601
West Bengal,MURSHIDABAD,2018,RABI,Masoor,15676,16201
West Bengal,MURSHIDABAD,2018,RABI,Moong(Green Gram),50,66
West Bengal,MURSHIDABAD,2018,RABI,Peas & beans (Pulses),1823,3208
West Bengal,MURSHIDABAD,2018,RABI,Potato,13191,298857
West Bengal,MURSHIDABAD,2018,RABI,Rapeseed &Mustard,87179,95886
West Bengal,MURSHIDABAD,2018,RABI,Urad,5315,5517
West Bengal,MURSHIDABAD,2018,RABI,Wheat,104316,288334
West Bengal,MURSHIDABAD,2018,SUMMER,Groundnut,223,658
West Bengal,MURSHIDABAD,2018,SUMMER,Maize,1423,6923
West Bengal,MURSHIDABAD,2018,SUMMER,Moong(Green Gram),238,144
West Bengal,MURSHIDABAD,2018,SUMMER,Rice,119769,411888
West Bengal,MURSHIDABAD,2018,SUMMER,Sesamum,18542,17159
West Bengal,MURSHIDABAD,2018,ANNUAL,Sugarcane,3781,271620
West Bengal,MURSHIDABAD,2018,WINTER,Rice,219346,674772
West Bengal,MURSHIDABAD,2018,WINTER,Sesamum,43,27
West Bengal,MURSHIDABAD,2019,AUTUMN,Groundnut,32,47
West Bengal,MURSHIDABAD,2019,AUTUMN,Maize,1699,10763
West Bengal,MURSHIDABAD,2019,AUTUMN,Rice,18234,46997
West Bengal,MURSHIDABAD,2019,AUTUMN,Sesamum,128,170
West Bengal,MURSHIDABAD,2019,KHARIF,Jute,154776,2225245
West Bengal,MURSHIDABAD,2019,KHARIF,Mesta,870,8708
West Bengal,MURSHIDABAD,2019,KHARIF,Moong(Green Gram),115,76
West Bengal,MURSHIDABAD,2019,KHARIF,Sunflower,69,74
West Bengal,MURSHIDABAD,2019,KHARIF,Urad,15048,11443
West Bengal,MURSHIDABAD,2019,RABI,Arhar/Tur,145,242
West Bengal,MURSHIDABAD,2019,RABI,Barley,391,560
West Bengal,MURSHIDABAD,2019,RABI,Gram,5462,6787
West Bengal,MURSHIDABAD,2019,RABI,Groundnut,237,763
West Bengal,MURSHIDABAD,2019,RABI,Horse-gram,30,29
West Bengal,MURSHIDABAD,2019,RABI,Khesari,9239,8225
West Bengal,MURSHIDABAD,2019,RABI,Linseed,233,97
West Bengal,MURSHIDABAD,2019,RABI,Maize,4291,19786
West Bengal,MURSHIDABAD,2019,RABI,Masoor,16922,19369
West Bengal,MURSHIDABAD,2019,RABI,Moong(Green Gram),42,57
West Bengal,MURSHIDABAD,2019,RABI,Peas & beans (Pulses),2294,4157
West Bengal,MURSHIDABAD,2019,RABI,Potato,11769,392480
West Bengal,MURSHIDABAD,2019,RABI,Rapeseed &Mustard,88628,104301
West Bengal,MURSHIDABAD,2019,RABI,Urad,4045,4231
West Bengal,MURSHIDABAD,2019,RABI,Wheat,104907,300497
West Bengal,MURSHIDABAD,2019,SUMMER,Groundnut,230,531
West Bengal,MURSHIDABAD,2019,SUMMER,Maize,1457,6782
West Bengal,MURSHIDABAD,2019,SUMMER,Moong(Green Gram),366,222
West Bengal,MURSHIDABAD,2019,SUMMER,Rice,126504,457147
West Bengal,MURSHIDABAD,2019,SUMMER,Sesamum,20433,18620
West Bengal,MURSHIDABAD,2019,ANNUAL,Sugarcane,4278,312958
West Bengal,MURSHIDABAD,2019,WINTER,Rice,222718,686341
West Bengal,MURSHIDABAD,2019,WINTER,Sesamum,80,50
West Bengal,NADIA,2009,AUTUMN,Rice,56617,123805
West Bengal,NADIA,2009,KHARIF,Dry ginger,157,184
West Bengal,NADIA,2009,KHARIF,Jowar,10,7
West Bengal,NADIA,2009,KHARIF,Jute,115170,1714874
West Bengal,NADIA,2009,KHARIF,Maize,1743,4830
West Bengal,NADIA,2009,KHARIF,Mesta,122,1216
West Bengal,NADIA,2009,KHARIF,Moong(Green Gram),60,31
West Bengal,NADIA,2009,KHARIF,Small millets,117,211
West Bengal,NADIA,2009,KHARIF,Sunflower,1370,2092
West Bengal,NADIA,2009,KHARIF,Urad,6682,6224
West Bengal,NADIA,2009,RABI,Arhar/Tur,110,97
West Bengal,NADIA,2009,RABI,Barley,116,91
West Bengal,NADIA,2009,RABI,Gram,8712,9756
West Bengal,NADIA,2009,RABI,Khesari,1743,1306
West Bengal,NADIA,2009,RABI,Linseed,390,221
West Bengal,NADIA,2009,RABI,Masoor,18860,12395
West Bengal,NADIA,2009,RABI,Moong(Green Gram),169,113
West Bengal,NADIA,2009,RABI,Peas & beans (Pulses),4475,3932
West Bengal,NADIA,2009,RABI,Rapeseed &Mustard,83576,65425
West Bengal,NADIA,2009,RABI,Safflower,255,362
West Bengal,NADIA,2009,RABI,Urad,1535,1188
West Bengal,NADIA,2009,RABI,Wheat,54881,103278
West Bengal,NADIA,2009,SUMMER,Moong(Green Gram),50,17
West Bengal,NADIA,2009,SUMMER,Rice,109866,366510
West Bengal,NADIA,2009,ANNUAL,Dry chillies,5387,5709
West Bengal,NADIA,2009,ANNUAL,Groundnut,5817,9287
West Bengal,NADIA,2009,ANNUAL,Potato,4321,108290
West Bengal,NADIA,2009,ANNUAL,Sesamum,16312,14252
West Bengal,NADIA,2009,ANNUAL,Sugarcane,1678,138957
West Bengal,NADIA,2009,ANNUAL,Tobacco,45,29
West Bengal,NADIA,2009,ANNUAL,Turmeric,567,890
West Bengal,NADIA,2009,WINTER,Rice,119648,273359
West Bengal,NADIA,2010,AUTUMN,Rice,46201,101837
West Bengal,NADIA,2010,KHARIF,Dry ginger,130,148
West Bengal,NADIA,2010,KHARIF,Jowar,10,6
West Bengal,NADIA,2010,KHARIF,Jute,120156,1806376
West Bengal,NADIA,2010,KHARIF,Maize,1832,4334
West Bengal,NADIA,2010,KHARIF,Mesta,50,854
West Bengal,NADIA,2010,KHARIF,Moong(Green Gram),29,22
West Bengal,NADIA,2010,KHARIF,Sunflower,1275,1999
West Bengal,NADIA,2010,KHARIF,Urad,11514,9497
West Bengal,NADIA,2010,RABI,Arhar/Tur,16,18
West Bengal,NADIA,2010,RABI,Barley,92,83
West Bengal,NADIA,2010,RABI,Gram,9520,9487
West Bengal,NADIA,2010,RABI,Khesari,1609,1234
West Bengal,NADIA,2010,RABI,Linseed,1051,595
West Bengal,NADIA,2010,RABI,Masoor,17587,13466
West Bengal,NADIA,2010,RABI,Moong(Green Gram),136,85
West Bengal,NADIA,2010,RABI,Peas & beans (Pulses),4339,3603
West Bengal,NADIA,2010,RABI,Rapeseed &Mustard,79232,71354
West Bengal,NADIA,2010,RABI,Urad,1472,1128
West Bengal,NADIA,2010,RABI,Wheat,47053,100435
West Bengal,NADIA,2010,SUMMER,Moong(Green Gram),141,43
West Bengal,NADIA,2010,SUMMER,Rice,107541,349808
West Bengal,NADIA,2010,ANNUAL,Arecanut,356,981
West Bengal,NADIA,2010,ANNUAL,Dry chillies,5575,6294
West Bengal,NADIA,2010,ANNUAL,Groundnut,5597,9726
West Bengal,NADIA,2010,ANNUAL,Potato,5495,147513
West Bengal,NADIA,2010,ANNUAL,Sesamum,15402,15571
West Bengal,NADIA,2010,ANNUAL,Sugarcane,1473,118031
West Bengal,NADIA,2010,ANNUAL,Tobacco,45,38
West Bengal,NADIA,2010,ANNUAL,Turmeric,360,846
West Bengal,NADIA,2010,WINTER,Rice,111671,280791
West Bengal,NADIA,2011,AUTUMN,Rice,41389,93352
West Bengal,NADIA,2011,KHARIF,Dry ginger,172,205
West Bengal,NADIA,2011,KHARIF,Jowar,10,7
West Bengal,NADIA,2011,KHARIF,Jute,130577,1886977
West Bengal,NADIA,2011,KHARIF,Maize,4466,10390
West Bengal,NADIA,2011,KHARIF,Mesta,139,945
West Bengal,NADIA,2011,KHARIF,Moong(Green Gram),24,18
West Bengal,NADIA,2011,KHARIF,Sunflower,1125,1742
West Bengal,NADIA,2011,KHARIF,Urad,8185,6616
West Bengal,NADIA,2011,RABI,Arhar/Tur,22,11
West Bengal,NADIA,2011,RABI,Barley,602,329
West Bengal,NADIA,2011,RABI,Gram,3949,2551
West Bengal,NADIA,2011,RABI,Khesari,1486,1074
West Bengal,NADIA,2011,RABI,Linseed,161,75
West Bengal,NADIA,2011,RABI,Masoor,19871,13519
West Bengal,NADIA,2011,RABI,Moong(Green Gram),140,87
West Bengal,NADIA,2011,RABI,Peas & beans (Pulses),4731,4151
West Bengal,NADIA,2011,RABI,Rapeseed &Mustard,79609,69148
West Bengal,NADIA,2011,RABI,Wheat,46907,102643
West Bengal,NADIA,2011,SUMMER,Moong(Green Gram),591,221
West Bengal,NADIA,2011,SUMMER,Rice,101085,352101
West Bengal,NADIA,2011,ANNUAL,Arecanut,365,1010
West Bengal,NADIA,2011,ANNUAL,Dry chillies,6140,6192
West Bengal,NADIA,2011,ANNUAL,Groundnut,6695,11096
West Bengal,NADIA,2011,ANNUAL,Potato,5656,120151
West Bengal,NADIA,2011,ANNUAL,Sesamum,19583,20580
West Bengal,NADIA,2011,ANNUAL,Sugarcane,1081,77437
West Bengal,NADIA,2011,ANNUAL,Tobacco,45,36
West Bengal,NADIA,2011,ANNUAL,Turmeric,660,1597
West Bengal,NADIA,2011,WINTER,Rice,107837,232244
West Bengal,NADIA,2012,AUTUMN,Rice,45870,102345
West Bengal,NADIA,2012,AUTUMN,Sesamum,20,10
West Bengal,NADIA,2012,KHARIF,Dry ginger,198,255
West Bengal,NADIA,2012,KHARIF,Garlic,164,1940
West Bengal,NADIA,2012,KHARIF,Groundnut,50,72
West Bengal,NADIA,2012,KHARIF,Jowar,10,7
West Bengal,NADIA,2012,KHARIF,Jute,127471,1762185
West Bengal,NADIA,2012,KHARIF,Maize,602,1201
West Bengal,NADIA,2012,KHARIF,Mesta,277,2296
West Bengal,NADIA,2012,KHARIF,Moong(Green Gram),20,15
West Bengal,NADIA,2012,KHARIF,Sunflower,985,1519
West Bengal,NADIA,2012,KHARIF,Urad,8241,6974
West Bengal,NADIA,2012,RABI,Arhar/Tur,9,10
West Bengal,NADIA,2012,RABI,Barley,216,191
West Bengal,NADIA,2012,RABI,Gram,4162,3588
West Bengal,NADIA,2012,RABI,Groundnut,3680,6065
West Bengal,NADIA,2012,RABI,Khesari,887,732
West Bengal,NADIA,2012,RABI,Linseed,521,343
West Bengal,NADIA,2012,RABI,Maize,490,1284
West Bengal,NADIA,2012,RABI,Masoor,18735,13693
West Bengal,NADIA,2012,RABI,Moong(Green Gram),172,103
West Bengal,NADIA,2012,RABI,Peas & beans (Pulses),3837,3455
West Bengal,NADIA,2012,RABI,Rapeseed &Mustard,76982,68108
West Bengal,NADIA,2012,RABI,Wheat,47490,110556
West Bengal,NADIA,2012,SUMMER,Groundnut,2745,4664
West Bengal,NADIA,2012,SUMMER,Maize,1797,4697
West Bengal,NADIA,2012,SUMMER,Moong(Green Gram),335,216
West Bengal,NADIA,2012,SUMMER,Rice,104250,357209
West Bengal,NADIA,2012,SUMMER,Sesamum,19700,22064
West Bengal,NADIA,2012,ANNUAL,Arecanut,358,982
West Bengal,NADIA,2012,ANNUAL,Dry chillies,6789,11195
West Bengal,NADIA,2012,ANNUAL,Potato,5572,114188
West Bengal,NADIA,2012,ANNUAL,Sugarcane,1943,270045
West Bengal,NADIA,2012,ANNUAL,Tobacco,35,29
West Bengal,NADIA,2012,ANNUAL,Turmeric,698,1815
West Bengal,NADIA,2012,WINTER,Rice,90625,223469
West Bengal,NADIA,2012,WINTER,Sesamum,15,7
West Bengal,NADIA,2013,AUTUMN,Maize,703,1741
West Bengal,NADIA,2013,AUTUMN,Rice,56861,132676
West Bengal,NADIA,2013,AUTUMN,Sesamum,20,10
West Bengal,NADIA,2013,KHARIF,Dry ginger,210,355
West Bengal,NADIA,2013,KHARIF,Groundnut,40,56
West Bengal,NADIA,2013,KHARIF,Jute,120785,1780068
West Bengal,NADIA,2013,KHARIF,Mesta,529,3751
West Bengal,NADIA,2013,KHARIF,Moong(Green Gram),10,6
West Bengal,NADIA,2013,KHARIF,Sunflower,176,268
West Bengal,NADIA,2013,KHARIF,Urad,7470,6094
West Bengal,NADIA,2013,RABI,Barley,502,596
West Bengal,NADIA,2013,RABI,Gram,4264,3144
West Bengal,NADIA,2013,RABI,Groundnut,3550,5332
West Bengal,NADIA,2013,RABI,Khesari,1188,859
West Bengal,NADIA,2013,RABI,Linseed,316,146
West Bengal,NADIA,2013,RABI,Maize,431,1128
West Bengal,NADIA,2013,RABI,Masoor,16903,12825
West Bengal,NADIA,2013,RABI,Moong(Green Gram),149,92
West Bengal,NADIA,2013,RABI,Peas & beans (Pulses),4495,3635
West Bengal,NADIA,2013,RABI,Rapeseed &Mustard,63379,51776
West Bengal,NADIA,2013,RABI,Wheat,35916,84321
West Bengal,NADIA,2013,SUMMER,Groundnut,2455,4119
West Bengal,NADIA,2013,SUMMER,Maize,1417,3681
West Bengal,NADIA,2013,SUMMER,Moong(Green Gram),1393,608
West Bengal,NADIA,2013,SUMMER,Rice,104873,365878
